50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,dribble_no_touch,foul_committed_offensive,goalkeeper_shot_saved_to_post,pass_cut_back,pass_inswinging,shot_deflected,shot_saved_to_post,bad_behaviour_card,clearance_other,pass_no_touch,ball_recovery_offensive,goalkeeper_punched_out,pass_straight,shot_redirect,goalkeeper_shot_saved_off_target,shot_saved_off_target,match_date,season,competition,home_team,away_team,home_score,away_score
,,,,,,,,,,,,,,,,,,4.57822,,,,,,,,,,,,,,ef734497-57fd-42be-a2f2-dd07ed1da39f,867,,,"[33.6, 41.3]",3890260,26,,,,,-0.64082414,,Right Foot,,,"[87.5, 1.1]",,High Pass,67.24024,,Out,,Kevin Kuranyi,19836.0,,True,,,Recovery,1,Regular Play,Fabian Lukas Schär,5537.0,Right Center Back,51,Bayer Leverkusen,904,"['a4067c17-3951-4b6a-aac5-b575366e8822', 'ea50c7e5-f379-43bc-99c9-29593a8c1a47']",10,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:26:10.079,Pass,,,,,,,,,,,,,,,,,,2015-08-15,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Hoffenheim,2,1
,,,,,,,,,,,,,,,,,,2.706757,,,,,,,,,,,,,,9c12fa3b-339e-497d-8e13-166b69caaacd,869,,,"[29.1, 80.0]",3890260,26,,,,,-2.3072824,,,,,"[8.7, 57.5]",,Low Pass,30.371204,,,,Bernd Leno,15581.0,,,,,Throw-in,1,From Throw In,Roberto Hilbert,8918.0,Right Back,52,Bayer Leverkusen,904,['5436a784-55c1-4984-814f-2e1fd9124e92'],20,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:26:20.360,Pass,,,,,,,,,,,,,,,,,,2015-08-15,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Hoffenheim,2,1
,,,,,,,,,,,,,,,,,,1.543184,,,,,,,,,,,,,,65473cea-c7e1-4858-b16d-fbe9a8969783,872,,,"[9.7, 59.6]",3890260,26,,,,,1.0415496,,Left Foot,,,"[15.9, 70.2]",,Ground Pass,12.280066,,,,Jonathan Tah,8221.0,,,,,,1,From Throw In,Bernd Leno,15581.0,Goalkeeper,52,Bayer Leverkusen,904,['ea7fd134-864f-4fdc-ba1a-e8eefa787680'],25,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:26:25.292,Pass,,,,,,,,,,,,,,,,,,2015-08-15,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Hoffenheim,2,1
,,,,,,,,,,,,,,,,,,1.9448,,,,,,,,,,,,,,7b2ee6f9-5a73-4ded-b462-44b15d881278,875,,,"[23.7, 62.4]",3890260,26,,,,,-2.2846835,,Right Foot,,,"[7.5, 43.7]",,Ground Pass,24.74126,,,,Bernd Leno,15581.0,,,,,,1,From Throw In,Jonathan Tah,8221.0,Right Center Back,52,Bayer Leverkusen,904,['0e31a7a9-15aa-4db9-b67e-45b0127c1cb2'],28,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:26:28.707,Pass,,,,,,,,,,,,,,,,,,2015-08-15,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Hoffenheim,2,1
,,,,,,,,,,,,,,,,,,1.180642,,,,,,,,,,,,,,db397b3e-e225-4acb-be6f-478f17434870,878,,,"[13.2, 42.1]",3890260,26,,,,,-1.2776873,,Right Foot,,,"[19.9, 19.9]",,Ground Pass,23.189007,,,,Kyriakos Papadopoulos,8313.0,,,,,,1,From Throw In,Bernd Leno,15581.0,Goalkeeper,52,Bayer Leverkusen,904,['abab5415-4873-4c10-9f34-0cf8ef676559'],32,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:26:32.551,Pass,,,,,,,,,,,,,,,,,,2015-08-15,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Hoffenheim,2,1
,,,,,,,,,,,,,,,,,,3.115701,,,,,,,,,,,,,,4941a067-f66e-441d-b932-60d5f13e35e2,882,,,"[32.2, 23.4]",3890260,26,,,,,0.4588,,Right Foot,,,"[90.1, 52.0]",,High Pass,64.5784,,Incomplete,,Karim Bellarabi,8213.0,,,,,,1,From Throw In,Kyriakos Papadopoulos,8313.0,Left Center Back,52,Bayer Leverkusen,904,"['78ce9b8a-7186-49e1-9806-4f9de9228443', 'be0bce71-bdd7-4cbe-b982-3b407bcfbecf']",38,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:26:38.730,Pass,,,,,,,,,,,,,,,,,,2015-08-15,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Hoffenheim,2,1
,,,,,,,,,,,,,,,,,,3.163469,,,,,,,,,,,,,,78ce9b8a-7186-49e1-9806-4f9de9228443,884,,,"[30.0, 28.1]",3890260,26,,,,,-0.23073675,,Head,,,"[61.5, 20.7]",,High Pass,32.357533,,Incomplete,,Kevin Kuranyi,19836.0,,,,,Recovery,1,From Throw In,Niklas Süle,6322.0,Left Center Back,52,Bayer Leverkusen,904,"['1aa54a90-0b14-4481-9a83-3cf1ebebfc10', '4941a067-f66e-441d-b932-60d5f13e35e2', 'a74b5da4-3b4c-48c0-a562-19807e10c9df']",41,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:26:41.845,Pass,,,,,,,,,,,,,,,,,,2015-08-15,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Hoffenheim,2,1
,,,,,,,,,,,,,,,,,,1.476669,,,,,,,,,,,,,,1aa54a90-0b14-4481-9a83-3cf1ebebfc10,887,,,"[58.6, 59.4]",3890260,26,,,,True,0.7853982,,,,,"[60.5, 61.3]",,Low Pass,2.6870058,,Incomplete,,Roberto Hilbert,8918.0,,,,,Recovery,1,From Throw In,Kyriakos Papadopoulos,8313.0,Left Center Back,52,Bayer Leverkusen,904,"['78354b6d-a29a-452a-a938-aa01dfd9b880', '78ce9b8a-7186-49e1-9806-4f9de9228443', '82ac537b-3c72-42de-a1f7-b2101924fa20', 'f125f297-88bb-46b3-a0b7-2c9a7ccf50e7']",45,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:26:45.009,Pass,True,,,,,,,,,,,,,,,,,2015-08-15,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Hoffenheim,2,1
,,,,,,,,,,,,,,,,,,1.600192,,,,,,,,,,,,,,b61549fe-308c-49b5-9951-11b67ee29562,896,,,"[56.8, 73.1]",3890260,26,,,,,0.04372212,,Right Foot,,,"[72.8, 73.8]",,Ground Pass,16.015305,,Incomplete,,Roberto Hilbert,8918.0,,,,,Recovery,1,Regular Play,Lars Bender,8969.0,Right Defensive Midfield,53,Hoffenheim,175,"['76968ef8-d55f-452c-8826-3bc0320d29c5', 'a9663397-adb6-4b71-b860-ecef6b395891']",49,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:26:49.646,Pass,,,,,,,,,,,,,,,,,,2015-08-15,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Hoffenheim,2,1
,,,,,,,,,,,,,,,,,,1.325517,,,,,,,,,,,,,,95b04987-c149-497a-9081-77135cfb2559,904,,,"[67.2, 80.0]",3890260,27,,,,,-0.8717967,,,,,"[84.6, 59.3]",,High Pass,27.041636,,Incomplete,,Stefan Kießling,11394.0,,,,,Throw-in,1,From Throw In,Roberto Hilbert,8918.0,Right Back,54,Bayer Leverkusen,904,"['13a3ec1c-4325-4e97-be7a-d7bdd3e2c769', 'c88cb458-5ee6-4fc0-8f5a-788599af59cc']",9,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:27:09.109,Pass,,,,,,,,,,,,,,,,,,2015-08-15,2015/2016,Germany - 1. Bundesliga,Bayer Leverkusen,Hoffenheim,2,1
